0      1      2      
895   849   1127   
2631.61   1841.49   1332.47   

0      1      2      
999.2   973.6   995.65   
1467.35   1446.6   1313.77   

Agents
0   314.89   0
1   333.428   0
2   295.821   0
3   274.335   0
4   327.661   0
5   285.801   0
6   340.492   0
7   287.268   0
8   295.876   0
9   368.038   0


